"Variable","OLS","Lasso","Ridge"
"(Intercept)",0.671104896234819,0.562365816050215,0.464159969012921
"self_employed",-0.046878858113357,-0.0430145762409066,-0.0403707397028023
"admin_capacity",-0.0167995368972891,-0.0139701135204377,-0.0105503070740618
"gig_economy",0.0569382044962377,0.0481671565165635,0.0440202481352418
"gdp_growth",-0.00223733039605964,-0.000767548121720452,-0.0010947618907833
"digital_payments",0.0177352347714514,0.0164655504329804,0.0140770550492935
"covid_dummy",0.104601803677696,0.128343791590026,0.162002064717196
